session_id,id,session_name,title,authors,abstract
17,108,Entrepreneurship Research and Policy,"A Theoretical Framework for Teaching STEM Graduate Students Entrepreneurship, Family Business Governance, and Scaling to Global Family Conglomerates",John Lecounte (St John Fisher University ),"During this study, I conducted a systematic literature review to develop a comprehensive theoretical framework for teaching entrepreneurship to Science, Technology, Engineering, and Mathematics (STEM) students. Drawing upon the theoretical foundations of Experiential Learning Theory (Kolb, 1984), Constructivist Theory (Piaget, 1971; Vygotsky, 1978), Cognitivism Theory (Bruner, 1966; 1971), Social Identity Theory (Tajfel et al., 1979), Achievement Motivation Theory (McClelland, 1961; 1976), Theory of Economic Development (Schumpeter, 1934; 1942), Human Capital Theory (Becker, 1976; 1993), and Expectancy Theory (Vroom, 1964), the study synthesizes interdisciplinary perspectives from education, psychology, economics, and entrepreneurship. The integration of entrepreneurship and STEM education has become a critical and rapidly evolving area of scholarship, necessitating a comprehensive review from multiple perspectives (Yu et al., 2025). At the micro level, entrepreneurial career development describes the process by which individuals perceive entrepreneurship as a meaningful professional pathway (Ozyazici et al., 2025), emphasizing the transferability of STEM competencies such as problem decomposition, analytical reasoning, and innovation to entrepreneurial contexts. The proposed framework prioritizes experiential, cognitively scaffolded, and socially embedded learning approaches that foster the development of an entrepreneurial mindset, strategic thinking, governance competence, and emotional maturity. In alignment with the academy’s mission to advance knowledge and demonstrate societal value, this study contributes to the fields of entrepreneurship and family business management by presenting a theoretically grounded framework for teaching STEM graduate students’ entrepreneurship, family business governance, and the scaling of Global Family Conglomerates."
17,120,Entrepreneurship Research and Policy,Political Entrepreneurs: Are Entrepreneurs in Politics Entrepreneurial in Policymaking?,"Joyce Ma (The Fuqua School of Business, Duke University); Aaron Chatterji (The Fuqua School of Business, Duke University); Jorge  Guzman (Columbia Business School, Columbia University); Ryan Mcdevitt (The Fuqua School of Business, Duke University)","Business interests influence public policy through lobbying and campaign contributions, yet business owners can also shape policy by entering elected office themselves. How does entrepreneurial experience shape policymaking once entrepreneurs become legislators? This paper examines whether entrepreneurs in legislative office behave differently from other legislators and whether they advance broad business interests or a distinct entrepreneurial policy agenda. We construct a novel dataset linking personal financial disclosures of state legislators to comprehensive legislative records from 26 U.S. states between 2009 and 2023. Using detailed information on business ownership and employment, we identify legislators with entrepreneurial backgrounds and link them to the bills they sponsor. Applying large language models to bill texts, we classify legislation as pro-business or pro-entry and measure the volume, share, and intensity of such bills. We further benchmark legislative agendas using bills supported by state Chambers of Commerce. We find that entrepreneurial representation varies primarily across states and is negatively associated with legislative professionalism and state-level entrepreneurial activity, consistent with the idea that opportunity costs discourage entrepreneurs from holding office. Once elected, entrepreneurs are not more prolific sponsors overall but are significantly more likely to initiate legislation as first primary sponsors. They also do not act as broad representatives of business interests; instead, they selectively advance pro-entry policies, focusing on antitrust and deregulation. These findings highlight an insider channel of political engagement of business interests and show how entrepreneurial experience shapes legislative agenda by targeting barriers to market entry rather than advancing generic pro-business issues."
17,208,Entrepreneurship Research and Policy,Mapping the Evolution of Entrepreneurship as a Scientific Discipline: A Sixty-Year Bibliometric and Network Analysis (1960–2020),Claudia Gonzalez Brambila (ITAM),"This study examines the evolution and consolidation of entrepreneurship as a scientific discipline through a comprehensive bibliometric and network analysis of publications indexed in the Web of Science (WoS) database between 1960 and 2020. The dataset comprises 76,448 cleaned and validated records after filtering an initial sample of 144,861 documents that included articles, proceedings, and meeting papers. The analysis quantifies scientific productivity, disciplinary intersections, and co-authorship dynamics across six decades.
The findings show that entrepreneurship has progressively evolved from a marginal topic in economics and business toward a multidisciplinary domain connected to over 120 research areas, including engineering, education, environmental sciences, and emerging fields such as medical ethics and sports sciences. The United States, China, and the United Kingdom are identified as the most prolific contributors. Network visualizations reveal a growing density of collaborations, particularly after 2000, when the co-authorship network exhibits clear consolidation and the emergence of large, interconnected research communities.
Three econometric models were estimated to assess the influence of network characteristics on individual researchers’ productivity and impact. The results indicate that both the number of distinct co-authors (degree) and the frequency of repeated collaborations have significant positive effects on publication output and citations, while centrality measures (betweenness and eigenvector) show differentiated relationships with productivity and impact. The study confirms the cumulative and collaborative nature of scientific knowledge in entrepreneurship and highlights the critical role of sustained co-authorship in shaping the field’s global research structure.
"
18,62,Generative AI and the Future of Work,How Does Generative AI Affect Theories of the Firm?,Boyoon Chang (Dartmouth College); Geoffrey Parker (Dartmouth College); Marshall Van Alstyne (Boston University),"Following Coase’s seminal work on the nature of the firm, academic scholars have sought to understand and define a firm, the rationale for its existence, and its boundaries. With the rise of Generative AI, which brings about transformational changes in resources, constraints, means to perform, and strategic orientation, this paper reviews established theories of the firm--Transaction Cost Economics, Agency Theory, Incomplete Contracts Theory, Resource-Based View, and Platform & Ecosystem Theory--to predict  possible effects of AI on the boundaries, internal structure, and overall functioning of a firm. Generative AI offers new capabilities in content generation, pattern recognition, and learning and improving. We characterize these functions as automating, augmenting, autonomous tasking, hyper-personalizing, and virtualizing. We then examine their effects on key parameters that define the nature of the firm, while challenging foundational assumptions such as bounded rationality and opportunism. We argue that generative AI partially restores rational economic agency at both the individual and firm levels, while introducing new forms of opportunistic behavior. In parallel, we assess the extent to which it may reconfigure existing externalities, contractual arrangements, transaction costs, and processes of knowledge formation. Taken together, we identify key forces at play and develop propositions on governance structures, the resources that become more salient, the likely organizational form of a firm, and the emergence of new inter-firm dynamics. We conclude by discussing whether a new theory is needed in light of these advancements."
18,63,Generative AI and the Future of Work,Beyond Productivity: Evaluating the Hidden Costs of Generative AI in Software Development,Edward Anderson (University of Texas at Austin); Geoffrey Parker (Dartmouth College),"AI-assisted programming tools are increasingly adopted to enhance developer productivity by automating routine tasks and accelerating software development. While early evidence highlights short-term productivity gains, our study shows that excessive reliance on AI can unintentionally accelerate the accumulation of technical debt, leading to escalating maintenance costs and eventual revenue erosion. Drawing on interviews with software engineers and insights from the literature, we build a dynamic simulation model to examine the long-term impacts of AI-assisted coding under varying conditions of project horizon, legacy-system interaction, developer skill, and market dynamism. Our results reveal that productivity benefits follow an inverted-U pattern: there exists a “sweet spot” where AI assistance improves overall performance, but beyond this threshold, compounded technical debt undermines system maintainability and profitability. We further show that greenfield environments and fast-evolving markets can tolerate higher levels of AI assistance, whereas brownfield (legacy) settings and teams with less skilled developers are substantially more susceptible to long-term decline. We identify technical-debt retirement as a strategic guardrail that can help sustain AI benefits over time. These findings demonstrate that AI-assisted development is not simply a choice of productivity tool, but a strategic decision that must consider programming environment constraints, system longevity, skill composition, and market factors. Finally, we discuss implications for theory and management."
18,138,Generative AI and the Future of Work,Synthetic Creativity and Human Talents: How Generative AI Reshapes Value in the Music Industry,Mingtao Xu (Tsinghua University); Fan Yang (Tsinghua University),"The integration of generative artificial intelligence (GenAI) into creative industries challenges conventional valuations of human capital. This study investigates how the revelation of AI-generated content reshapes perceived value in the music industry. Leveraging the natural experiment of a trending musician’s AI nature revelation, we employ a difference-in-differences strategy to estimate how audience engagement changes once they learn the act is AI-generated. Our results reveal a significant algorithm aversion among audiences, with negative sentiment spilling over to adjacent human musicians. Musicians in genres perceived as low in humanity experience a relative decline in engagement compared to those in high-humanity genres, with those stylistically closer to AI suffering greater losses. Furthermore, musicians with less established career capital are disproportionately affected. Our findings demonstrate AI's context-dependent impact and provide a framework for understanding evolving work and valuation structures in the arts."
18,116,Generative AI and the Future of Work,The Institutional Economics of Artificial Intelligence (AI) in Higher Education: A Transaction Cost Analysis of University Transformation,Pelin Bicen (Suffolk University ),"Why do universities persist in their current bundled form - integrating research, teaching, credentialing, and socialization within hierarchical organizations - when alternative arrangements for knowledge production and transmission have proliferated? This paper applies transaction cost economics (TCE) to answer this question and to analyze how artificial intelligence (AI) may fundamentally transform the institutional logic of higher education. While canonical organization theories describe how universities function internally - as loosely coupled systems (Weick, 1976), legitimacy-seeking entities (Meyer & Rowan, 1977), or organized anarchies (Cohen, March, & Olsen, 1972) - they do not explain why the bundled form emerged and persists. TCE provides this foundation (Coase, 1937; Williamson, 1985), demonstrating that universities internalize functions whose coordination through markets would be prohibitively costly due to verification challenges, monitoring difficulties, appropriability problems (Teece, 1986), and the tacit nature of professional knowledge transfer (Polanyi, 1966). The paper makes three contributions to organization theory. First, it extends TCE into higher education, developing a systematic account of why credentialing solves signaling problems in labor markets characterized by information asymmetry (Spence, 1973; Akerlof, 1970), why instruction addresses monitoring challenges that market-based provision cannot resolve (Nelson, 1970), why research bundling enables knowledge appropriation under weak intellectual property conditions (Arrow, 1962; Teece, 1986), and why socialization transfers tacit expertise that resists market coordination (Lave & Wenger, 1991). Second, and more fundamentally, the paper advances transaction cost theory by distinguishing between marginal and parametric technological effects on governance structures. Prior technologies - printing, broadcasting, the internet - produced marginal effects: they reduced certain transaction costs while leaving the fundamental parameters that favor bundled governance intact. This explains why universities absorbed these technologies without institutional displacement, and why MOOCs failed to disrupt traditional institutions despite initial predictions (Hoxby, 2014; Reich & Ruipérez-Valiente, 2019). Artificial intelligence differs because it transforms the parameters themselves. AI does not merely make monitoring cheaper; it changes what monitoring means when human and machine contributions become indistinguishable (Cotton, Cotton, & Shipway, 2023). AI does not simply reduce information asymmetry; it creates new forms of asymmetry regarding algorithmic processes while dissolving traditional asymmetries regarding expert knowledge (Agrawal, Gans, & Goldfarb, 2018). Third, the paper integrates TCE with institutional theory (DiMaggio & Powell, 1983) to explain organizational persistence and change under technological disruption. The analysis yields a typology that maps university functions according to AI substitutability and verification complexity, generating propositions about which institutional arrangements face displacement (content delivery, routine assessment), which gain distinctive importance (professional identity formation, ethical development, research apprenticeship), and which become contested terrain where institutions and markets compete on verification capacity (complex skill development, collaborative capabilities). The framework provides principled criteria for distinguishing between functions that remain essential - continuing to solve transaction cost problems AI does not address - and those that are historically contingent, persisting only through legitimacy and inertia. For industry studies scholars, this paper demonstrates how transaction cost analysis can illuminate institutional transformation in knowledge-intensive industries facing technological disruption. The distinction between marginal and parametric technological effects has implications far beyond higher education, providing theoretical grounding for understanding why some technologies produce incremental adaptation while others precipitate genuine institutional transformation (Langlois, 2003). For policymakers navigating AI's impact on the higher education industry, the framework offers tools for anticipating which institutional arrangements will prove durable and which require fundamental reconceptualization - a question of considerable consequence as institutions, employers, and governments grapple with AI's implications for workforce development, credentialing, and knowledge production."
19,84,Industrial Policy and Technology Development,Timing University Entry: Institutional Pressures and Semiconductor Research Adoption,Shuqi Sun (Arizona State University); Maryann Feldman (Arizona State University),"Universities have become central players in regional innovation ecosystems, extending beyond traditional education and research roles to actively engage with emerging technology fields. As universities navigate this expanded mission, they face critical strategic decisions about when and how to enter new research domains, shaped by institutional pressures and peer behavior. This study addresses two research questions: First, when and where did U.S. universities enter semiconductor research, and how did entry patterns evolve? Second, do universities enter in response to peer institutions' entry, and are peer effects stronger for geographically proximate and higher-status peers?
First, we explore the temporal evolution of university entry into semiconductor research, examining temporal distribution distinguishing early versus late entrants, geographic distribution of engaged universities, and clustering patterns. We construct a novel dataset linking Scopus publication data and USPTO patent data. By matching inventor names on patents to university author names, we comprehensively track university engagement in semiconductor research. Second, we investigate university entry strategies through mimetic pressures based on institutional theory, capturing these pressures through peer universities' publication activity and comparing effects from national versus in-state peers, and examining how peer status shapes influence.
This research makes three contributions: First, we examine semiconductor research from the university perspective rather than the traditional firm-centric view. Second, we apply institutional theory to explain university strategic behavior in emerging technology fields, providing a new lens for understanding university research strategies. Third, we demonstrate a methodological approach integrating patent and publication data for comprehensive tracking of university engagement."
19,195,Industrial Policy and Technology Development,Seeding Translational Research: Evidence from Corporate Scientist Migration to Academia,Jungkyu Suh (New York University),"Why are scientific discoveries with academic origins harder to commercialize than those from corporate labs? We hypothesize that universities prioritize the pursuit of codified scientific knowledge at the expense of practical techniques required to exploit natural phenomena in a scalable fashion. In Joel Mokyr's terms, ""prescriptive"" knowledge in academia is a secondary concern to the mission of accumulating ""propositional"" knowledge. We test our theory by showing how a group of corporate scientists migrating into U.S. universities facilitated the commercialization of extant academic research. Using the career histories of 691 former corporate scientists moving to universities on LinkedIn from 2000-2022, we identify 1,280 faculty that coauthor with such ""corporate migrants"" after their arrival. To isolate the effect of ""prescriptive"" corporate knowledge, we focus on academics' papers written prior to the migrant's arrival and use Coarsened Exact Matching to identify ""control"" papers close by with similar commercial potential and within the same field. Difference-in-differences estimates suggest that papers ""shocked"" by corporate migrants receive 115% more citations by patents compared to control papers (relative to the sample mean). Unobserved scientific quality differences do not seem to drive this result as no comparable effect is found for placebo papers exposed to migrants from other universities. We also find that the added patent citations are not more likely to come from migrants’ former employers, ruling out the possibility that the effect merely reflects redirected corporate attention. Rather, the effect is driven by academic papers shocked by migrants with prior knowledge in high-value scientific instruments, suggesting that the transfer of corporate ""prescriptive"" knowledge aids with commercializing hitherto impractical academic knowledge. Together, our results suggest that academic research is a poor substitute for ""prescriptive"" knowledge nurtured at corporate laboratories."
19,203,Industrial Policy and Technology Development,Coopetition in Charging Infrastructure,"Sanchari Guha Niyogi (Institute of Management and Technology, Hyderabad); Prasenjit Mandal (NEOMA Business School); Abhishek Roy (Temple University)*; Abhishek Chakraborty (XLRI Jamshedpur)","The rapid growth of the Electric Vehicle (EV) market is fundamentally constrained by a fragmented charging infrastructure, characterized by the coexistence of multiple proprietary standards (e.g., NACS, CCS). This fragmentation creates consumer range anxiety, complicates strategic investments for automakers, and hinders mass EV adoption. Our research investigates the strategic decision of open-access standardization, where an innovator (e.g., Tesla) allows an imitator (e.g., Ford) to utilize its proprietary charging network: a form of coopetition driven by the innovator’s potential for data monetization. We develop an analytical model that integrates the operational decisions of physical infrastructure investment with the strategic opportunity of monetizing vehicle usage data. Our analysis characterizes the equilibrium investment and access strategies for both firms. We establish that open access is a contingent equilibrium strategy that can generate win-win outcomes for both firms only when the innovator’s data monetization potential is sufficiently high and the imitator’s independent infrastructure is relatively inefficient. Counter-intuitively, we find that the prospect of open access can reduce the innovator’s incentive to expand its physical network, as the core strategic value shifts from physical scale to the depth of collected data. Finally, our social welfare analysis reveals that consumer surplus and total welfare are maximized only under conditions of mutual investment and open access (coopetition), as this configuration simultaneously improves network coverage, alleviates congestion, and ensures interoperability. This study provides critical operational and strategic insights for automakers on optimal network design and standardization, and for policymakers seeking to maximize EV adoption through infrastructure mandates."
19,146,Industrial Policy and Technology Development,The Power and Pitfalls of Techno-Industrial Policy: Evidence from China,Hannah Wei (IMF),"I study how industrial policy shapes innovation by examining China's Strategic and Emerging Industries (SEI) initiative (2010-2018), a large-scale fiscal intervention targeting frontier technology sectors. Employing a staggered difference-in-differences design with city-industry-level patent data, I uncover three key findings: (1) While patent quantity surged by 184%, quality metrics showed minimal improvement; (2) The quantity gains came at a 14% decrease in patent output from untreated sectors, revealing sectoral displacement instead of crowd-in effects; (3) Cities that adopted path-dependent targeting (selecting sectors with pre-existing innovation advantages) achieved over twice the patent growth rates of their counterparts, though without corresponding quality gains. These findings reveal a paradox in China's development model: while achieving unprecedented success in scaling innovation quantity, the nation has yet to realize comparable quality gains - a critical gap as it transitions from 'made' to 'created in China'."
20,54,Innovation Strategy and Resources,"WHEN RARENESS AND SCARCITY INTERACT: COMPLEMENTARY, SUBSTITUTION, AND CONFLICTING EFFECTS IN RESOURCE-BASED COMPETITIVE ADVANTAGE",Temitope Oladimeji (University of Massachusetts Amherst),"Resource-based theory has long held that resources must be limited in supply to generate competitive advantage. Two distinct traditions emerged—Barney’s emphasis on rareness (the degree to which a resource is possessed by few competing firms) and Peteraf’s emphasis on scarcity (the degree to which aggregate demand exceeds available supply)—which Peteraf and Barney (2003) reconciled as “very nearly the same.” While this phrasing left conceptual space for differences, subsequent literature has often treated rareness and scarcity as completely interchangeable. We refine this reconciliation by showing that while functionally similar, rareness and scarcity operate through sufficiently distinct mechanisms that their interaction creates dynamics interchangeability cannot predict. When resources exhibit both characteristics, three patterns emerge: complementary (mechanisms amplify advantage beyond additive effects), substitution (context determines dominance), and conflicting (mechanisms work at cross-purposes—differentiation creating unfulfillable demand, scarcity preventing network effects, or resource allocation dilemmas reducing net advantage below either alone). Conflicts indicate mechanistic distinction within functional similarity, as identical concepts cannot conflict. We specify boundary conditions determining patterns and examine how resource origins (exogenous versus endogenous) moderate strategic flexibility. Our framework refines Peteraf and Barney’s reconciliation: functional similarity dominates when one mechanism operates; mechanistic distinctions require specification when both operate simultaneously."
17,55,Entrepreneurship Research and Policy,Resource Redeployment in Entrepreneurial Firms: A Theoretical Model and Empirical Evidence from the Oil-drilling Industry,Arkadiy Sakhartov (University of Illinois at Urbana-Champaign); Toby Li (Texas A&M University); Jeffrey Reuer (Purdue University),"Resource redeployment is a resource allocation strategy, or a real option, which involves withdrawing resources from one use and allocating them to another use. Such redeployment was elaborated conceptually and studied empirically. Meanwhile, three serious issues remained unresolved in research. First, research on resource redeployment was restricted to large established (and mostly multi-business) firms, which were even believed to be unique in having the option to redeploy their resources. However, entrepreneurial firms are under strong pressure to efficiently allocate resources, and resource redeployment is one of important strategies to do so. Second, empirical research on resource redeployment never registered it directly. Instead, either some circumstantial evidence was used to operationalize resource redeployment in the available data or the observed choices could not clearly separate resource redeployment from other resource allocation strategies. Finally, the effect of uncertainty, the key determinant of the redeployment option, was poorly understood. On the one hand formal models predicted that the value of the redeployment option is enhanced by uncertainty. On the other hand, verbal theoretical accounts referred to hysteresis present in real options and predicted that such hysteresis results in the negative effect of uncertainty on the use of the redeployment option. This study uses a large sample of entrepreneurial ventures that operate in oil-drilling industry in Texas and can redeploy their rigs across oil fields. The empirical analysis demonstrates that resource redeployment is very prevalent among such firms. In addition to registering redeployment directly, this study empirically relates it to formal predictions of what determines it, including uncertainty."

20,65,Innovation Strategy and Resources,"The Habitable Zone of Scientific Creativity: Cognitive Distance, Absorptive Capacity, and Impact",Tan Tran (Beyondegrees Sas); Christian Goglin (ICD Business School),"Originality is widely viewed as a driver of scientific progress, yet evidence on how novelty translates into impact remains mixed. Prior studies emphasize recombination benefits but often overlook how the scientific system’s capacity to interpret novel ideas changes over time. Using 23.1 million life-science articles published between 1824 and 2025, this study examines how disciplinary originality—measured as Average Interdisciplinary Distance (AID)—shapes scientific impact across historical periods. We find a robust inverted-U relationship: moderate disciplinary distance maximizes citations, while both conventional and highly distant work is less influential. Crucially, this relationship is historically dynamic. During the post-war Big Science era, the range of impactful originality broadened, whereas in the digital era it narrowed and became more selective despite high peak impact. These findings show that originality is rewarded only within historically contingent “habitable zones” defined by the scientific system’s collective absorptive capacity. The study contributes to innovation research by linking recombination, absorptive capacity, and long-run structural change in science."
22,179,Technology Legitimacy and Emerging Markets,Latent Hazards: Counterperformative Effects of Certification in New Ventures,Scott Taylor (University of Southern California),"New firms invest heavily in legitimacy to mobilize stakeholder resources. Consistent with institutional theory, certification is widely argued, and empirically shown, to confer legitimacy and unlock resources from wary audiences. Yet we know far less about when certification can backfire, especially for young ventures. I investigate how certifications can constrain the very resources they were meant to enhance, a process I call certification counterperformativity. Using a qualitative embedded case study of ethical certifications in the cosmetics industry, I illustrate how certifications can embed latent hazards that remain largely invisible at adoption but later become consequential when firms attempt to innovate, scale, expand geographically, or respond to shifting market expectations. Through a thematic analysis of interviews, fieldwork, archival documents, and public statements from informants positioned along the product value chain, I develop a process model explaining how latent hazards (internal friction, operational strain, and strategic rigidity) are activated by subsequent firm initiatives and/or external shifts in standards, stakeholder preferences, and certification governance. Once activated, these hazards generate counterperformative outcomes that can erode flexibility, slow execution, and narrow strategic options, thereby undermining the very legitimacy and resource access certification initially helped secure. In doing so, I primarily contribute to certification research by theorizing certification not only as a legitimacy mechanism, but also as a potential source of deferred constraint, clarifying how and when an apparently beneficial signal can turn into a binding liability for new ventures. Second, as a tertiary contribution, this study contributes to entrepreneurship research by reframing early legitimacy-seeking as an intertemporal strategic tradeoff, showing how decisions made to secure external validation can introduce path dependencies that shape and potentially constrain new ventures’ future strategic trajectories."
22,186,Technology Legitimacy and Emerging Markets,Multimodal Optimal Distinctiveness,Rui Wang (Tsinghua University); Joel Gehman (George Washington University),"How do entrepreneurs convey the distinctiveness of their ventures without compromising categorical comprehension? Drawing on optimal distinctiveness and multimodality studies, we introduce the concept of “multimodal optimal distinctiveness” and theorize how visual and verbal modes serve complementary functions that jointly help entrepreneurs achieve optimal distinctiveness. Analyzing data from over 140,000 Kickstarter campaigns and employing state-of-the-art foundation models, we find that visual distinctiveness (conformity) negatively (positively) relates to funding outcomes, while verbal distinctiveness positively relates to funding outcomes. Moreover, the positive effect of verbal distinctiveness is strongest when visual distinctiveness is low, suggesting that modalities serve complementary functions—visuals anchor category comprehension while text articulates differentiation. 

We further examine how category heterogeneity—the variance of distinctiveness within a category—moderates these relationships. In homogeneous categories where prototypes are well-defined, verbal distinctiveness shows a monotonically positive effect; the category itself serves as an evaluation anchor. In heterogeneous categories where audience expectations are diffuse, verbal distinctiveness exhibits a U-shaped pattern: moderate distinctiveness underperforms relative to either strong conformity or bold differentiation. These findings suggest that the conformity-distinctiveness trade-off is contingent on the strength of categorical anchors available to audiences.              

Our findings advance a multimodal view of optimal distinctiveness in which different modalities are not interchangeable but complementary in satisfying the dual needs for fitting in and standing out. Our study suggests that the conformity-distinctiveness trade-off need not be a balancing act but rather a design problem that can be resolved through strategic deployment of cultural means across modalities.
"
22,210,Technology Legitimacy and Emerging Markets,"Lean Thinking, Deep Impact?  Early Exploration Strategies and Commercialization of Deeptech Ventures",Vinay Subramanian (Wharton),"This paper examines how early exploration strategies, sequential or parallel, shape the financial and innovation trajectories of deeptech ventures. These firms must navigate multiple dimensions of uncertainty, including technological feasibility. Moreover, they rely on physical assets to commercialize, making exploration costly. Prior research on entrepreneurial strategy emphasizes experimentation to resolve uncertainty but largely focuses on asset-light settings such as software. Even lean startup methods, which encourage early commercial exploration, are better suited to digital ventures where uncertainty is primarily market-based. Consequently, less is known about the implications of exploration strategy in high-uncertainty, asset-intensive environments. I assembled a novel longitudinal dataset of 13,790 hardware-oriented ventures using primary and archival sources, augmented by machine learning and NLP. Employing multiple empirical strategies, including an exogenous technological development (3D printing), the study finds that parallel exploration improves early commercial outcomes by accelerating market learning and mitigating information frictions, yet risks premature technological lock-in. In contrast, sequential exploration fosters deeper learning, yielding long-run financial and innovation performance.
These results highlight the trade-offs faced by boundedly rational entrepreneurs as they balance resolving uncertainty with enhancing organizational learning. The study extends research on entrepreneurial strategy and experimentation to asset-intensive contexts and delineates the boundary conditions under which lean methods are effective in scaling science and technology ventures."
22,2000,Technology Legitimacy and Emerging Markets,Service Design and Innovation for Aging Societies: Introducing Silver Prosperity Index (SPI),"Rohit Verma (University of South Carolina), Kejia Hu (University of Oxford), Xin Ding (Rutgers University), and Diep Pham (University of South Carolina)","This paper presents the Silver Prosperity Index (SPI), a data-driven framework for evaluating service innovation in aging societies. The SPI is structured around four pillars: Economic Empowerment, Health and Well-being, Social Cohesion and Connectivity, and Security and Protection. It integrates primary survey data with secondary datasets, applying standardized normalization, confirmatory factor weighting, and cross-validation to ensure reliability. A 2025 application across all 50 U.S. states demonstrates its ability to generate detailed, localized insights. Results demonstrate significant regional disparities in support for aging populations, particularly in digital access, workforce participation, and community resilience. These gaps signal opportunities for developing innovative services targeting older adults."
